Date,Route,Rating,Commitment,Route Type,Area,Aid Rating,Notes,Pitches,GPS,Style,Lead Style,Length
2021-04-02,Psycho-metric,5.11a,,Sport,Pilot Mountain,,Just gun it,1,"36.340200, -80.480780",Lead,Pinkpoint,70
2021-04-02,Psycho-metric,5.11a,,Sport,Pilot Mountain,,Crux sidepull is wacky,1,"36.340200, -80.480780",Lead,Fell/Hung,70
2021-04-02,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,60
2021-03-20,The Nose,5.8,,Trad,Looking Glass Rock,,"Swung leads, led 1 and 3. Probably better when you can feel your fingers and toes",5,"35.2948, -82.78817",Lead,Onsight,400
2021-03-14,Lucy in the Sky with Diamonds,5.10a,,Trad,Mount Yonah,,Shook like a leaf in the wind but sent anyway. Got a decent .2 X4 in before the first bolt,1,"34.6372, -83.7141",Lead,Onsight,80
2021-03-14,Edges to Ledges,5.7,,Trad,Mount Yonah,,"Only used passive pro, eats up tricams. Didn&#39;t trend right far enough and ended up topping out just left of New Standards",1,"34.6372, -83.7141",Lead,Onsight,210
2021-02-20,No Alternative,5.5,PG13,Trad,Stone Mountain,,"Swung leads, only led P2",3,"36.3916, -81.0473",Lead,Onsight,400
2021-02-20,Block Route,5.7,PG13,Trad,Stone Mountain,,The block move is exciting!,1,"36.3916, -81.0473",Lead,Onsight,150
2021-02-09,Ohio Climbing,5.8,,Sport,Bruise Brothers Wall,,LRS ,1,"37.72444, -83.62657",Lead,Onsight,50
2021-02-09,Glory and Consequence,5.7+,,Sport,The Great Wall,,First LRS. Used grigri 1. Try using cache loop w/ micro trax next time,1,"37.73288, -83.63751",Lead,Onsight,50
2021-02-06,Climbing Merit Badge,5.6,,"Trad, TR",Sand Rock,,tr solo clean,1,"34.1804, -85.81699",TR,,35
2021-02-06,Misty,5.10c,,Sport,Sand Rock,,tr solo clean,1,"34.1804, -85.81699",TR,,90
2021-02-06,Neckerchief? Traverse,5.6,,"Trad, TR",Sand Rock,,tr solo clean,1,"34.1804, -85.81699",TR,,35
2021-02-06,Neckerchief?,5.8,PG13,"Trad, TR",Sand Rock,,TR solo clean,1,"34.1804, -85.81699",TR,,35
2021-02-04,Laurel Springs WI4,WI4,,"Trad, Ice",Laurel Springs Ice,,TR solo at night. First ice climb! Laurel Springs just off parkway,1,"35.292656, -82.914668",TR,,
2021-01-16,The Black Hole,5.10b,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,50
2021-01-16,Thin to Win,5.10b,,"Sport, TR",Pilot Mountain,,"TR to last bolt, lead to anchors, clean",1,"36.340200, -80.480780",TR,,80
2021-01-16,Erocktica,5.10c,,Sport,Pilot Mountain,,"Fell just above crux bolt, didn't move far enough right",1,"36.340200, -80.480780",Lead,Fell/Hung,50
2021-01-16,Any Major Dude,5.11c,,"Sport, TR",Pilot Mountain,,"TR to 4th bolt, lead to anchors. fell at 3rd and rested at 4th. Sick deadpoint through the crux",1,"36.340200, -80.480780",TR,,30
2021-01-16,Any Major Dude,5.11c,,"Sport, TR",Pilot Mountain,,"Pumped out at 3rd bolt, fell at 4th trying crux",1,"36.340200, -80.480780",Lead,Fell/Hung,30
2021-01-16,Ironman,5.8+,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,
2020-12-19,Cave Route,5.5,,Trad,Table Rock,,"followed P1, led P2, followed P3",3,"35.88831, -81.88519",Lead,Onsight,180
2020-12-19,Crackerjack,5.8,,Trad,Table Rock,,,2,"35.88831, -81.88519",Lead,Redpoint,200
2020-12-12,The Great Arch,5.5,,Trad,Stone Mountain,,Followed Walker w/ Phil,3,"36.3916, -81.0473",Follow,,400
2020-12-12,U Slot,5.7,PG13,Trad,Stone Mountain,,,1,"36.3916, -81.0473",Lead,Redpoint,140
2020-12-06,The Prow,5.4,,Trad,The Linville Amphitheater,,"Simuled first pitch, followed second, led third",3,"35.871, -81.89291",Lead,Onsight,500
2020-11-28,New Yosemite,5.9,,"Trad, TR",The Junkyard,,"Ran up it, felt easy",1,"38.08299, -81.08043",TR,,65
2020-11-28,New Yosemite,5.9,,"Trad, TR",The Junkyard,,,1,"38.08299, -81.08043",Lead,Redpoint,65
2020-11-28,Cave Routes  1 and  2,5.7,,TR,The Junkyard,,,1,"38.08299, -81.08043",Follow,,70
2020-11-28,Team Jesus,5.10a,,Trad,The Junkyard,,TR solo. Send,1,"38.08299, -81.08043",TR,,65
2020-11-28,New River Gunks,5.7+,,"Trad, TR",The Junkyard,,,1,"38.08299, -81.08043",TR,,80
2020-11-27,Jeff's Bunny Hop,5.8,,Sport,Narcissus Cave,,"Definitely would want to stick clip next time, beginning moves are real thin",1,"38.24193, -80.84067",Lead,Onsight,60
2020-11-27,Sniff the Drill,5.8,,Sport,Narcissus Cave,,,1,"38.24193, -80.84067",TR,,45
2020-11-27,"She Got the Bosch, I Got Drilled",5.10a,,Sport,Orange Oswald Wall,,,1,"38.2422, -80.83949",Lead,Pinkpoint,90
2020-11-27,Orange Express,5.10b,,Sport,Orange Oswald Wall,,,1,"38.2422, -80.83949",Lead,Onsight,75
2020-11-27,Orange Oswald,5.10a,,Sport,Orange Oswald Wall,,,1,"38.2422, -80.83949",Lead,Onsight,70
2020-11-27,Chunko Goes Bowling,5.9+,,Sport,Orange Oswald Wall,,,1,"38.2422, -80.83949",Lead,Pinkpoint,80
2020-11-22,Frosted Flake,5.9+,,Trad,Cereal Buttress,,,1,"35.44953, -82.21258",Lead,Redpoint,80
2020-11-22,Granola,5.8+,,Trad,Cereal Buttress,,,1,"35.44953, -82.21258",Follow,,70
2020-11-22,Fruit Loops,5.7+,,Trad,Cereal Buttress,,,2,"35.44953, -82.21258",Follow,,160
2020-11-15,East Of Eden,V1,,Boulder,Grayson Highlands,,No pad piddling,1,"36.61218, -81.49118",Send,,12
2020-11-15,Magnetic North,V1,,Boulder,Grayson Highlands,,No pad piddling,1,"36.61218, -81.49118",Send,,
2020-11-15,Peace of Westphalia (PoW),V0,,Boulder,Grayson Highlands,,No pad piddling,1,"36.61218, -81.49118",Send,,14
2020-11-15,Windy Heights,V1,,Boulder,Grayson Highlands,,No pad piddling,1,"36.61218, -81.49118",Send,,12
2020-11-15,Highland Highball,V2,,Boulder,Grayson Highlands,,"No pad or chalk, backed down halfway up due to slick holds",1,"36.61218, -81.49118",Attempt,,20
2020-11-15,Slabacious,V0,,Boulder,Grayson Highlands,,No pad piddling,1,"36.61218, -81.49118",Send,,
2020-10-31,The Great Arch,5.5,,Trad,Stone Mountain,,"Spoopy climb. 3 pieces first two pitches, 1 piece last pitch",3,"36.3916, -81.0473",Lead,Redpoint,400
2020-10-31,Entrance Crack,5.5,R,Trad,Stone Mountain,,Spoopy climb ,1,"36.3916, -81.0473",Lead,Onsight,90
2020-10-24,Trundlerama,5.11a,,Sport,Tieranny Roofs,,"Blew a foot at 3rd bolt, pumped out at 8th. Fun movement up high, but very dirty holds the entire first half",1,"36.09055, -84.70502",Lead,Fell/Hung,80
2020-10-24,Huecool Junior,5.10c,,Sport,Tieranny Roofs,,,1,"36.09055, -84.70502",Lead,Redpoint,
2020-10-24,Huecool Junior,5.10c,,Sport,Tieranny Roofs,,"Fell just below the anchors, wacky sequence",1,"36.09055, -84.70502",Lead,Fell/Hung,
2020-10-24,Dutch Boy,5.10b,,Sport,Tieranny Roofs,,,1,"36.09055, -84.70502",Lead,Onsight,50
2020-10-24,Rover B. Dog,5.10a,,Sport,Tieranny Roofs,,,1,"36.09055, -84.70502",Lead,Onsight,50
2020-10-22,Incredarete,V1,,Boulder,Stone Fort,,,1,"35.2477, -85.22077",Flash,,
2020-10-22,Two Can Sam,V3,,Boulder,Stone Fort,,,1,"35.2477, -85.22077",Send,,
2020-10-22,Needless Things,V0-,,Boulder,Stone Fort,,,1,"35.2477, -85.22077",Flash,,11
2020-10-22,Fire Crack Flake,V1,,Boulder,Stone Fort,,,1,"35.2477, -85.22077",Flash,,12
2020-10-22,Dice,V2,,Boulder,Stone Fort,,,1,"35.2477, -85.22077",Send,,8
2020-10-22,Costume Rings,V0-,,Boulder,Stone Fort,,,1,"35.2477, -85.22077",Flash,,12
2020-10-18,Southwest Buttress Variation,5.5,,Trad,Seneca Rocks,,"Meant to do Ecstasy, ended up here!",1,"38.833800, -79.366300",Lead,Onsight,60
2020-10-18,Skyline Traverse,5.3,,Trad,Seneca Rocks,,Followed Walker clean,3,"38.833800, -79.366300",Follow,,
2020-10-17,The Burn,5.8,,Trad,Seneca Rocks,,Way more than I had bargained for,1,"38.833800, -79.366300",Lead,Onsight,150
2020-10-17,Gunsight to South Peak,5.4,,Trad,Seneca Rocks,,Followed Kelly clean,2,"38.833800, -79.366300",Follow,,150
2020-10-17,Skyline Traverse,5.3,,Trad,Seneca Rocks,,,3,"38.833800, -79.366300",Lead,Onsight,
2020-10-05,The Medallion,5.10a,,Trad,Teer Quarry,,The Medallion (settled on 10a). Fell on a #2 after blowing a hold,1,"36.069401, -78.891996",Lead,Fell/Hung,
2020-10-03,Fruit Loops,5.7+,,Trad,Cereal Buttress,,clean follow (just P1),1,"35.44953, -82.21258",Follow,,160
2020-10-03,Frosted Flake,5.9+,,Trad,Cereal Buttress,,,1,"35.44953, -82.21258",Lead,Flash,80
2020-10-03,Whisky For Breakfast,5.10d,PG13,Trad,Cereal Buttress,,one fall on thin section above roof pull,1,"35.44953, -82.21258",TR,,90
2020-10-03,Granola,5.8+,,Trad,Cereal Buttress,,stout traverse,1,"35.44953, -82.21258",Lead,Onsight,70
2020-10-03,Fruit Loops,5.7+,,Trad,Cereal Buttress,,Pitch 2 is a must do! So fun!,2,"35.44953, -82.21258",Lead,Onsight,160
2020-09-27,Wild Seed,5.11a,,Sport,Fern Buttress,,Clean follow. Gotta come back for the lead!,1,"38.0607, -81.0671",Follow,,70
2020-09-27,Crescenta,5.10a,,Trad,Fern Buttress,,Clean follow. Super fun!,1,"38.0607, -81.0671",Follow,,80
2020-09-27,Hysteria,5.8,,Trad,Fern Buttress,,"Tricky gear low, walk in the park after the ledge",1,"38.0607, -81.0671",Lead,Onsight,90
2020-09-27,Springboard,5.10b,,Trad,Fern Buttress,,Clean follow,1,"38.0607, -81.0671",Follow,,70
2020-09-27,Anal Clenching Adventures,5.10a,,Trad,Fern Buttress,,Clean follow,1,"38.0607, -81.0671",Follow,,50
2020-09-26,Remission,5.10b,,Trad,Endless Wall,,clean follow,1,"38.05508, -81.05767",Follow,,90
2020-09-26,Can I Do It Till I Need Glasses,5.10c,,Trad,Endless Wall,,fell once after low traverse,1,"38.05508, -81.05767",Follow,,90
2020-09-26,The Grafenburg Crack,5.9-,,Trad,Endless Wall,,,1,"38.05508, -81.05767",Lead,Onsight,80
2020-09-26,The Undeserved,5.10b,,Trad,Endless Wall,,clean follow,1,"38.05508, -81.05767",Follow,,90
2020-09-26,Celibate Mallard,5.10c,,Trad,Endless Wall,,1 fall under roof,1,"38.05508, -81.05767",Follow,,90
2020-09-26,Black and Tan,5.10a,,Trad,Endless Wall,,clean follow,1,"38.05508, -81.05767",Follow,,80
2020-09-26,Doce Doe,5.8,,Trad,Endless Wall,,,1,"38.05508, -81.05767",Lead,Flash,80
2020-09-26,Fantasy,5.8,,Trad,Endless Wall,,Clean follow,1,"38.05508, -81.05767",Follow,,120
2020-09-24,Big Alternative,V4,,Boulder,The Junkyard,,Got a big flapper on the crux move(?) moving from the fat fin after the start holds,1,"38.08299, -81.08043",Attempt,,
2020-09-24,Warm-up Roof,V2,,Boulder,The Junkyard,,,1,"38.08299, -81.08043",,,
2020-09-24,The Entertainer,5.10a,,"Trad, TR",The Junkyard,,TR solo. Clean,1,"38.08299, -81.08043",TR,,65
2020-09-23,Reachers of Habit,5.11b,,Sport,The Junkyard,,TR solo. Fell once at crux,1,"38.08299, -81.08043",TR,,70
2020-09-23,Reaching New Heights,5.11b,,Trad,The Junkyard,,TR solo. Send,1,"38.08299, -81.08043",TR,,60
2020-09-23,Reaching New Heights,5.11b,,Trad,The Junkyard,,TR solo. Fell at crux,1,"38.08299, -81.08043",TR,,60
2020-09-23,New River Gunks,5.7+,,"Trad, TR",The Junkyard,,TR solo. Send,1,"38.08299, -81.08043",TR,,80
2020-09-23,Team Jesus,5.10a,,Trad,The Junkyard,,TR solo. Direct start. Send,1,"38.08299, -81.08043",TR,,65
2020-09-22,Jumpin' Jack Flash,5.7+,,Trad,The Junkyard,,TR solo. Flash,1,"38.08299, -81.08043",TR,,50
2020-09-22,Realignment,5.10d,,"Trad, TR",The Junkyard,,"TR solo. A couple falls, get a high left foot",1,"38.08299, -81.08043",TR,,80
2020-09-22,The Entertainer,5.10a,,"Trad, TR",The Junkyard,,TR solo. Clean,1,"38.08299, -81.08043",TR,,65
2020-09-22,New Yosemite,5.9,,"Trad, TR",The Junkyard,,TR solo. One fall,1,"38.08299, -81.08043",,,65
2020-09-22,New Yosemite,5.9,,"Trad, TR",The Junkyard,,TR solo. One fall,1,"38.08299, -81.08043",TR,,65
2020-09-21,Stretch Armstrong,5.12a,,Sport,Bridge Buttress,,TR solo. Hangdog. My poor fingers,1,"38.07178, -81.08006",TR,,70
2020-09-21,Jaws,5.9+,,"Trad, TR",Bridge Buttress,,TR solo. Took a couple times,1,"38.07178, -81.08006",TR,,70
2020-09-20,Brain Tweezers,5.10c,,Sport,Beauty Mountain,,"Super fun moves, love it!",1,"38.0508, -81.03146",TR,,60
2020-09-20,Burning Calves,5.10b,,Trad,Beauty Mountain,,"Clean TR, would be pretty tough on lead",1,"38.0508, -81.03146",TR,,70
2020-09-20,Happy Hands,5.9,,Trad,Beauty Mountain,,Clean follow,1,"38.0508, -81.03146",Follow,,70
2020-09-20,Brain Storm,5.8,,Trad,Beauty Mountain,,Took a decent whip ~8ft shy of the anchors. Ripped one piece on the way down. Fun stuff!,1,"38.0508, -81.03146",Lead,Fell/Hung,70
2020-09-20,Out of Mind,5.10a,,Trad,Beauty Mountain,,"First 5.10 trad lead, easy one to start with!",1,"38.0508, -81.03146",Lead,Onsight,70
2020-09-20,"You Want It, You Got It",5.9,,Sport,Beauty Mountain,,,1,"38.0508, -81.03146",Lead,Onsight,60
2020-09-19,Going Ballistic,5.10d,,Sport,The Long Wall,,Pumped out on near the last moves. Belayed Carter for his first lead,1,"38.24137, -80.84379",Lead,Fell/Hung,50
2020-09-19,Flight Path,5.10b,,Sport,The Long Wall,,"Booked my ticket on the flight one move below the anchors, flew about 20ft. Woo!",1,"38.24137, -80.84379",Lead,Fell/Hung,40
2020-09-19,"She Got the Bosch, I Got Drilled",5.10a,,Sport,Orange Oswald Wall,,Fell at the Crux. rest up better at the second rest next time,1,"38.2422, -80.83949",Lead,Fell/Hung,90
2020-09-19,Chunko Goes Bowling,5.9+,,Sport,Orange Oswald Wall,,Super fun!,1,"38.2422, -80.83949",Lead,Onsight,80
2020-09-19,Sniff the Drill,5.8,,Sport,Narcissus Cave,,,1,"38.24193, -80.84067",Lead,Flash,45
2020-09-19,That Eight,5.8-,,Sport,Narcissus Cave,,,1,"38.24193, -80.84067",Lead,Flash,70
2020-09-19,Hippie Dreams,5.7,,Sport,Orange Oswald Wall,,,1,"38.2422, -80.83949",Lead,Onsight,75
2020-09-07,Zoo View,5.7+,,Trad,Circus Wall,,Woo!,2,"36.3973, -80.2861",Lead,Flash,220
2020-09-06,Rapscallion's Blues,5.10c,,Trad,The Junkyard,,"Fell at roof, hung to remove some tough pieces ",1,"38.08299, -81.08043",Follow,,65
2020-09-06,The Entertainer,5.10a,,"Trad, TR",The Junkyard,,Flash,1,"38.08299, -81.08043",TR,,65
2020-09-06,New River Gunks,5.7+,,"Trad, TR",The Junkyard,,Flash,1,"38.08299, -81.08043",TR,,80
2020-09-06,Team Jesus,5.10a,,Trad,The Junkyard,,Flash,1,"38.08299, -81.08043",TR,,65
2020-09-06,New Yosemite,5.9,,"Trad, TR",The Junkyard,,"Fell once through crux, first fall on gear!",1,"38.08299, -81.08043",Lead,Fell/Hung,65
2020-09-06,New Yosemite,5.9,,"Trad, TR",The Junkyard,,hung to try to booty the two stuck pieces,1,"38.08299, -81.08043",TR,,65
2020-09-06,The Distortionist,5.6,,Trad,The Junkyard,,,1,"38.08299, -81.08043",Lead,Onsight,50
2020-09-05,Fred Sandstone Flake,5.9,,Trad,Bubba City,,flash,1,"38.09332, -81.09376",TR,,60
2020-09-05,Werewolf,5.10a,PG13,Trad,Bubba City,,flash,1,"38.09332, -81.09376",TR,,40
2020-09-05,My Sister Makes Cluster Bombs,5.11c,,Sport,Bubba City,,"Climbed through to the roof clean, mussed up my foot beta just after getting hands above the roof",1,"38.09332, -81.09376",TR,,50
2020-09-05,Daisy Cutter,5.7,,Sport,Bubba City,,,1,"38.09332, -81.09376",Lead,Flash,60
2020-09-05,Eight Ball in the Side Pocket,5.12a,,"Sport, TR",Bubba City,,"Accidentally used the arete a couple times, hangdog. Fun though!",1,"38.09332, -81.09376",TR,,70
2020-09-05,Basic Bubba Crack,5.9,,Trad,Bubba City,,really ought to get a #3 and #4 ,1,"38.09332, -81.09376",Lead,Onsight,75
2020-09-05,Bubba Safari,5.8,PG13,Trad,Bubba City,,,1,"38.09332, -81.09376",Lead,Pinkpoint,60
2020-09-05,Bubba Safari,5.8,PG13,Trad,Bubba City,,used 3 bolts from Fierce Face at the end,1,"38.09332, -81.09376",Lead,Onsight,60
2020-08-30,Flatten your Curves,5.7,,Sport,Teer Quarry,,Flatten Your Curves. Nighttime ascent. ,1,"36.069401, -78.891996",Lead,Redpoint,
2020-08-30,The Medallion,5.10a,,Trad,Teer Quarry,,The Medallion (downgraded to 9+). Nighttime ascent ,1,"36.069401, -78.891996",Lead,Redpoint,
2020-08-25,Benadryl,V0,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,10
2020-08-25,Bumble Bee,V0,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,11
2020-08-25,Honeycomb,V0,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,16
2020-08-25,Eye of the Narwhal,V4,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Attempt,,10
2020-08-25,Jaws,V1,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,10
2020-08-25,Colony,V2,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,
2020-08-25,The Hive,V3,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,14
2020-08-24,Sunset Arete,V1,,Boulder,Grayson Highlands,,,2,"36.61218, -81.49118",Flash,,12
2020-08-24,All Things Considered,V3,,Boulder,Grayson Highlands,,,2,"36.61218, -81.49118",Flash,,25
2020-08-24,East Of Eden,V1,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,12
2020-08-24,Magnetic North,V1,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,
2020-08-24,Peace of Westphalia (PoW),V0,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,14
2020-08-24,Windy Heights,V1,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,12
2020-08-24,Highlands Lowball (corner version) Arete,V2+,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Send,,7
2020-08-24,Highland Highball,V2,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,20
2020-08-24,Slabacious,V0,,Boulder,Grayson Highlands,,,1,"36.61218, -81.49118",Flash,,
2020-08-16,North Ridge,5.5,,Trad,Table Rock,,,3,"35.88831, -81.88519",Follow,,250
2020-08-16,My Route,5.6,,Trad,Table Rock,,"Had to downclimb just before the pitch 2 slab, it was soaking wet",1,"35.88831, -81.88519",Lead,Onsight,250
2020-08-09,Erocktica,5.10c,,Sport,Pilot Mountain,,"Heelhook beta works, feels good",1,"36.340200, -80.480780",Lead,Redpoint,50
2020-08-09,Teflon Toes,5.11a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",TR,,55
2020-08-09,Teflon Toes,5.11a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,55
2020-08-09,Overhang Hangover,5.11b,,Sport,Pilot Mountain,,Rested before crux,1,"36.340200, -80.480780",Lead,Fell/Hung,60
2020-08-09,Ironman,5.8+,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Onsight,
2020-08-02,Tight Rope,5.8,,"Sport, TR",The Trestle,,,1,"36.16644, -78.44528",Lead,Onsight,60
2020-08-02,Tee Ball,5.6,,"Sport, TR",The Trestle,,,1,"36.16644, -78.44528",Lead,Redpoint,60
2020-08-02,All Gold Everything,5.9,,"Trad, TR",The Trestle,,Borrowed some aliens from someone,1,"36.16644, -78.44528",Lead,Onsight,50
2020-07-27,Iced Tee,5.8+,,"Sport, TR",The Trestle,,,1,"36.16644, -78.44528",Lead,Redpoint,60
2020-07-27,Redacted,5.10a,,"Sport, TR",The Trestle,,,1,"36.16644, -78.44528",Lead,Redpoint,60
2020-07-27,Tee Ball,5.6,,"Sport, TR",The Trestle,,,1,"36.16644, -78.44528",Lead,Redpoint,60
2020-07-19,Son of White Trash,5.8,,"Trad, Sport",The Dump,,"Moved right just after getting hands above the roof, making for a contrived roof pull",1,"36.09764, -81.77188",TR,,40
2020-07-19,Son of White Trash,5.8,,"Trad, Sport",The Dump,,,1,"36.09764, -81.77188",TR,,40
2020-07-19,Son of White Trash,5.8,,"Trad, Sport",The Dump,,,1,"36.09764, -81.77188",Lead,Onsight,40
2020-07-19,Dimpsty Dumpster,5.10a,,Sport,The Dump,,"Clean climb, but on TR",1,"36.09764, -81.77188",TR,,25
2020-07-19,Dimpsty Dumpster,5.10a,,Sport,The Dump,,"Pumped out and fell at crux, then got through on the second try",1,"36.09764, -81.77188",Lead,Fell/Hung,25
2020-07-19,White Trash,5.10a,,Sport,The Dump,,,1,"36.09764, -81.77188",Lead,Onsight,25
2020-07-18,I Gotta Wear Shades,5.9,,TR,Pilot Mountain,,,1,"36.340200, -80.480780",TR,,
2020-07-18,Teflon Toes,5.11a,,Sport,Pilot Mountain,,fell because I couldn't find Crux hold (horn). can get it next time,1,"36.340200, -80.480781",Lead,Fell/Hung,55
2020-07-18,Erocktica,5.10c,,Sport,Pilot Mountain,,do the left heelhook beta next time instead of the mega layback,1,"36.340200, -80.480782",Lead,Redpoint,50
2020-07-18,Erocktica,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480783",Lead,Fell/Hung,50
2020-07-18,Crackin' Up,5.7,,Trad,Pilot Mountain,,,1,"36.340200, -80.480784",Lead,Redpoint,50
2020-07-18,The Herculean Test,5.10d,,"Trad, Sport",Pilot Mountain,,,1,"36.340200, -80.480785",Lead,Redpoint,
2020-07-18,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480786",Lead,Pinkpoint,60
2020-07-18,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480787",Lead,Redpoint,60
2020-07-18,Papa Bear,5.10b,,TR,Pilot Mountain,,,1,"36.340200, -80.480788",TR,,40
2020-07-12,The Black Hole,5.10b,,Sport,Pilot Mountain,,,1,"36.340200, -80.480789",Lead,Flash,50
2020-07-12,Erocktica,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480790",Lead,Fell/Hung,50
2020-07-12,Erocktica,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480791",Lead,Fell/Hung,50
2020-07-12,Papa Bear,5.10b,,TR,Pilot Mountain,,,1,"36.340200, -80.480792",TR,,40
2020-07-12,Henar Lite,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480793",Lead,Redpoint,
2020-07-12,The Herculean Test,5.10d,,"Trad, Sport",Pilot Mountain,,,1,"36.340200, -80.480794",Lead,Redpoint,
2020-07-12,Smooth Sailing (aka Lloyd Would Have Liked It),5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480795",Lead,Pinkpoint,80
2020-06-26,Black Rain,5.9,,Sport,Pilot Mountain,,,1,"36.340200, -80.480796",TR,,80
2020-06-22,The Medallion,5.10a,,Trad,Teer Quarry,,"The Medallion FA. Swam to base, soloed to start. ",1,"36.069401, -78.891996",Lead,Redpoint,
2020-06-22,The Medallion,5.10a,,Trad,Teer Quarry,,The Medallion. TR solo. Send,1,"36.069401, -78.891996",TR,,
2020-06-22,The Medallion,5.10a,,Trad,Teer Quarry,,The Medallion. TR solo. Send,1,"36.069401, -78.891996",TR,,
2020-06-21,The Medallion,5.10a,,Trad,Teer Quarry,,"The Medallion. TR solo. Send, climb smarter through the crux. Use the ledge+left hand palm press",1,"36.069401, -78.891996",,,
2020-06-21,The Medallion,5.10a,,Trad,Teer Quarry,,The Medallion. TR solo. Send ,1,"36.069401, -78.891996",,,
2020-06-21,The Medallion,5.10a,,Trad,Teer Quarry,,The Medallion. TR Solo. Practiced placing gear and hung to fiddle with placements,1,"36.069401, -78.891996",TR,,
2020-06-19,The Medallion,5.10a,,Trad,Teer Quarry,,"The Medallion. TR solo, fell. Get the left foot high on crux move",1,"36.069401, -78.891996",,,
2020-06-19,The Medallion,5.10a,,Trad,Teer Quarry,,"The Medallion. TR solo, send. ",1,"36.069401, -78.891996",,,
2020-06-18,The Medallion,5.10a,,Trad,Teer Quarry,,"The Medallion. TR solo, fell",1,"36.069401, -78.891996",,,
2020-06-18,The Medallion,5.10a,,Trad,Teer Quarry,,"The Medallion. TR solo, fell",1,"36.069401, -78.891996",TR,,
2020-06-18,The Medallion,5.10a,,Trad,Teer Quarry,,"The Medallion. TR solo, fell",1,"36.069401, -78.891996",TR,,
2020-06-07,The Humbler,5.6,,TR,The Chimneys,,,1,"35.87908, -81.88682",TR,,30
2020-06-07,The Tumbler,5.6,,TR,The Chimneys,,,1,"35.87908, -81.88682",TR,,30
2020-06-06,North Ridge,5.5,,Trad,Table Rock,,Forgot there was a 3rd pitch and soloed it because we thought the climb was over ,3,"35.88831, -81.88519",Lead,Onsight,250
2020-06-06,Crackerjack,5.8,,Trad,Table Rock,,"Backed off pitch 2, didn&#39;t think I had the gear. It goes on small gear, get good at hand jams",2,"35.88831, -81.88519",Lead,Fell/Hung,200
2020-05-24,Mama Bear,5.10b,,TR,Pilot Mountain,,On sight,1,"36.340200, -80.480780",TR,,30
2020-05-24,Baby Bear,5.11a,,TR,Pilot Mountain,,,1,"36.340200, -80.480780",TR,,
2020-05-24,Smooth Sailing (aka Lloyd Would Have Liked It),5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Fell/Hung,80
2020-05-24,Hot Yoga,5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,50
2020-05-24,Pole Dancing,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",TR,,60
2020-05-23,Mercury's Lead,5.9,R,"Trad, Sport",Stone Mountain,,TR solo. one fall low,2,"36.3916, -81.0473",TR,,300
2020-05-23,No Alternative,5.5,PG13,Trad,Stone Mountain,,TR solo. went off route to the left to get back to anchors,3,"36.3916, -81.0473",TR,,400
2020-05-23,Bombay Groove aka Yankee Go Home,5.10a,PG13,Trad,Stone Mountain,,TR solo. one fall low,2,"36.3916, -81.0473",TR,,280
2020-05-17,The Great Arch,5.5,,Trad,Stone Mountain,,Robs first lead!,3,"36.3916, -81.0473",Follow,,400
2020-05-17,The Great Arch,5.5,,Trad,Stone Mountain,,,3,"36.3916, -81.0473",Lead,Redpoint,400
2020-05-17,U Slot,5.7,PG13,Trad,Stone Mountain,,,1,"36.3916, -81.0473",Lead,Redpoint,140
2020-05-16,Washboard,5.6,,Trad,Moore's Central Wall,,,1,"36.39764, -80.28578",Lead,Onsight,200
